Patent Number,PageRank,Default Expire Day,Time to Expire
7262272,0.8831249999999999,2025-02-15,"3634 days, 00:00:00"
7262274,1.1583238839285712,2023-04-01,"2948 days, 00:00:00"
7258861,0.27749999999999997,2022-06-06,"2649 days, 00:00:00"
7256253,6.153125000000004,2025-02-25,"3644 days, 00:00:00"
7256254,0.0,2025-12-12,"3934 days, 00:00:00"
7256281,0.27749999999999997,2023-04-01,"2948 days, 00:00:00"
7255861,0.3629928819444444,2017-11-05,"975 days, 00:00:00"
7255867,3.334794419642857,2023-11-13,"3174 days, 00:00:00"
7253148,0.27749999999999997,2024-10-22,"3518 days, 00:00:00"
7252829,0.7780088766571968,2018-11-10,"1345 days, 00:00:00"
7247441,0.0,2023-03-19,"2935 days, 00:00:00"
7247308,0.15,2021-07-06,"2314 days, 00:00:00"
7247305,0.24456249999999996,2024-05-24,"3367 days, 00:00:00"
7247306,0.6599999999999999,2024-04-30,"3343 days, 00:00:00"
7244827,10.386125000000003,2022-11-27,"2823 days, 00:00:00"
7244431,0.5819821428571428,2021-12-27,"2488 days, 00:00:00"
7241440,5.103596830618215,2024-04-02,"3315 days, 00:00:00"
7241446,0.181875,2023-04-01,"2948 days, 00:00:00"
7241735,0.27749999999999997,2024-08-30,"3465 days, 00:00:00"
7238356,1.1735416666666667,2022-04-24,"2606 days, 00:00:00"
7238359,0.0,2025-08-09,"3809 days, 00:00:00"
7238358,0.19016483516483515,2025-01-03,"3591 days, 00:00:00"
7235242,0.27749999999999997,2024-05-07,"3350 days, 00:00:00"
7235241,0.40499999999999997,2024-01-06,"3228 days, 00:00:00"
7235232,0.8406249999999997,2023-07-08,"3046 days, 00:00:00"
7235529,0.8512500000000001,2024-01-07,"3229 days, 00:00:00"
7232563,2.1687499999999993,2022-08-12,"2716 days, 00:00:00"
7232562,2.8360000000000016,2023-02-19,"2907 days, 00:00:00"
7232682,3.2175839799293406,2024-02-10,"3263 days, 00:00:00"
7229624,0.7497053571428571,2023-12-12,"3203 days, 00:00:00"
7230081,2.836000000000001,2020-11-13,"2079 days, 00:00:00"
7226996,0.29874999999999996,2025-03-21,"3668 days, 00:00:00"
7220421,0.8057142857142856,2021-06-19,"2297 days, 00:00:00"
7220826,0.49425,2020-02-24,"1816 days, 00:00:00"
7211644,3.337499999999999,2019-04-29,"1515 days, 00:00:00"
7211258,0.37312500000000004,2022-04-10,"2592 days, 00:00:00"
7211259,0.59625,2017-08-05,"883 days, 00:00:00"
7208475,0.0,2024-09-02,"3468 days, 00:00:00"
7208574,0.15,2018-11-10,"1345 days, 00:00:00"
7208156,4.764150767299109,2022-02-20,"2543 days, 00:00:00"
7204980,1.0804464285714284,2023-09-29,"3129 days, 00:00:00"
7204982,0.44749999999999995,2022-07-02,"2675 days, 00:00:00"
7201905,0.34125,2021-03-23,"2209 days, 00:00:00"
7202334,0.181875,2020-08-10,"1984 days, 00:00:00"
7199218,0.2023076923076923,2020-06-22,"1935 days, 00:00:00"
7198791,2.4448937499999994,2023-03-03,"2919 days, 00:00:00"
7195768,1.9562499999999994,2023-02-26,"2914 days, 00:00:00"
7192715,1.4316183554292925,2021-10-24,"2424 days, 00:00:00"
7192589,0.40499999999999997,2023-07-31,"3069 days, 00:00:00"
7189699,0.0,2024-12-07,"3564 days, 00:00:00"
7189398,0.33062499999999995,2018-09-10,"1284 days, 00:00:00"
7189400,1.0119703733766232,2021-10-04,"2404 days, 00:00:00"
7189809,0.23500000000000001,2021-02-08,"2166 days, 00:00:00"
7186408,0.15,2023-02-06,"2894 days, 00:00:00"
7186800,1.4940624999999996,2020-03-03,"1824 days, 00:00:00"
7186407,0.8512499999999998,2024-05-14,"3357 days, 00:00:00"
7183386,0.1682142857142857,2023-04-07,"2954 days, 00:00:00"
7179467,0.0,2025-09-20,"3851 days, 00:00:00"
7175848,0.8512499999999998,2020-10-26,"2061 days, 00:00:00"
7175849,0.5325,2021-10-05,"2405 days, 00:00:00"
7173002,0.0,2022-04-24,"2606 days, 00:00:00"
7166291,0.4475,2025-08-12,"3812 days, 00:00:00"
7166694,0.4008738950892857,2021-04-12,"2229 days, 00:00:00"
7166289,0.9374642857142855,2024-01-14,"3236 days, 00:00:00"
7163682,0.3737890625,2024-03-09,"3291 days, 00:00:00"
7163810,0.40499999999999997,2022-09-05,"2740 days, 00:00:00"
7160548,0.2,2022-09-30,"2765 days, 00:00:00"
7160544,2.4662499999999996,2023-11-10,"3171 days, 00:00:00"
7160856,2.0561249999999998,2022-07-25,"2698 days, 00:00:00"
7160546,5.112937500000003,2022-09-03,"2738 days, 00:00:00"
7160547,0.33285751488095233,2022-10-09,"2774 days, 00:00:00"
7157091,0.303,2019-06-18,"1565 days, 00:00:00"
7157089,3.52738373397436,2017-11-25,"995 days, 00:00:00"
7148061,0.9071117424242424,2021-02-09,"2167 days, 00:00:00"
7148037,0.1925,2022-03-04,"2555 days, 00:00:00"
7148191,0.5325,2021-06-07,"2285 days, 00:00:00"
7147858,1.2762499999999997,2022-08-21,"2725 days, 00:00:00"
7144569,0.9587142857142855,2020-10-02,"2037 days, 00:00:00"
7141244,0.9149999999999998,2019-07-26,"1603 days, 00:00:00"
7138274,0.5325,2024-08-26,"3461 days, 00:00:00"
7135176,0.4139936868686868,2024-05-24,"3367 days, 00:00:00"
7135457,0.7449999999999999,2018-05-15,"1166 days, 00:00:00"
7135181,0.8412569805194804,2021-02-20,"2178 days, 00:00:00"
7135182,0.0,2022-04-08,"2590 days, 00:00:00"
7132099,0.0,2021-04-02,"2219 days, 00:00:00"
7132104,1.0892499999999998,2021-10-26,"2426 days, 00:00:00"
7132107,0.21375,2022-02-05,"2528 days, 00:00:00"
7128912,0.0,2023-12-10,"3201 days, 00:00:00"
7128911,0.9008665302089214,2022-11-07,"2803 days, 00:00:00"
7125837,4.574250000000001,2020-02-28,"1820 days, 00:00:00"
7122621,0.27749999999999997,2023-06-17,"3025 days, 00:00:00"
7122196,0.16891483516483516,2025-03-15,"3662 days, 00:00:00"
7122197,0.1925,2019-05-07,"1523 days, 00:00:00"
7118749,0.3278928571428572,2022-01-14,"2506 days, 00:00:00"
7118747,0.27749999999999997,2023-09-30,"3130 days, 00:00:00"
7118748,0.21375,2020-05-03,"1885 days, 00:00:00"
7118753,0.33487500000000003,2022-02-08,"2531 days, 00:00:00"
7118888,1.4249999999999996,2022-02-12,"2535 days, 00:00:00"
7115569,0.526125,2024-10-15,"3511 days, 00:00:00"
7115260,0.40499999999999997,2024-10-12,"3508 days, 00:00:00"
7115361,0.5812287946428571,2023-11-26,"3187 days, 00:00:00"
7115268,1.4356249999999997,2019-06-18,"1565 days, 00:00:00"
7115267,1.7437499999999995,2024-02-12,"3265 days, 00:00:00"
7112329,0.15,2017-06-12,"829 days, 00:00:00"
7112653,1.1274999999999997,2023-12-15,"3206 days, 00:00:00"
7112333,0.27749999999999997,2014-08-05,"-213 days, 00:00:00"
7112566,0.4948874999999999,2020-05-11,"1893 days, 00:00:00"
7108854,0.21375,2026-04-27,"4070 days, 00:00:00"
7108855,1.1784999999999999,2021-11-29,"2460 days, 00:00:00"
7109295,0.40499999999999997,2022-12-09,"2835 days, 00:00:00"
7109006,0.4623749999999999,2023-05-09,"2986 days, 00:00:00"
7108856,0.303,2023-03-26,"2942 days, 00:00:00"
7105163,0.32,2020-02-22,"1814 days, 00:00:00"
7105162,1.5313385416666665,2017-02-21,"718 days, 00:00:00"
7107092,1.4058749999999995,2021-08-21,"2360 days, 00:00:00"
7105170,0.40499999999999997,2022-01-07,"2499 days, 00:00:00"
7101557,2.6965468749999997,2023-02-27,"2915 days, 00:00:00"
7101555,1.0468125,2023-11-25,"3186 days, 00:00:00"
7101556,1.9243749999999997,2022-02-01,"2524 days, 00:00:00"
7097841,0.5325,2023-05-12,"2989 days, 00:00:00"
7098306,0.0,2022-08-07,"2711 days, 00:00:00"
7094410,0.6706249999999999,2022-03-02,"2553 days, 00:00:00"
7094409,1.1648522444946354,2022-11-07,"2803 days, 00:00:00"
7094874,2.041099629537129,2021-05-23,"2270 days, 00:00:00"
7094396,0.27749999999999997,2023-08-08,"3077 days, 00:00:00"
7094411,0.7295937499999999,2021-02-16,"2174 days, 00:00:00"
7094757,1.0519995213120212,2023-12-23,"3214 days, 00:00:00"
7091181,7.072187500000008,2021-04-20,"2237 days, 00:00:00"
7087235,1.9711249999999996,2021-11-26,"2457 days, 00:00:00"
7087717,0.819375,2021-07-24,"2332 days, 00:00:00"
7084239,0.3690591666666666,2018-09-21,"1295 days, 00:00:00"
7083792,0.5229375,2024-01-22,"3244 days, 00:00:00"
7084247,0.23549288194444443,2024-03-11,"3293 days, 00:00:00"
7083789,0.27749999999999997,2021-12-04,"2465 days, 00:00:00"
7083791,0.59625,2023-07-03,"3041 days, 00:00:00"
7083959,0.5868392857142856,2021-01-09,"2136 days, 00:00:00"
7078043,0.34124999999999994,2021-10-16,"2416 days, 00:00:00"
7074900,0.40499999999999997,2023-04-23,"2970 days, 00:00:00"
7074896,0.36674999999999996,2019-12-03,"1733 days, 00:00:00"
7074408,1.8100803571428565,2021-02-23,"2181 days, 00:00:00"
7074620,0.6599999999999999,2021-06-14,"2292 days, 00:00:00"
7074410,0.1755,2024-02-02,"3255 days, 00:00:00"
7074889,0.41916666666666663,2021-10-12,"2412 days, 00:00:00"
7070793,0.5325,2018-09-28,"1302 days, 00:00:00"
7070774,0.27749999999999997,2023-11-03,"3164 days, 00:00:00"
7071322,0.373125,2023-02-21,"2909 days, 00:00:00"
7070782,6.115978206168835,2015-06-07,"93 days, 00:00:00"
7071303,0.286,2021-03-28,"2214 days, 00:00:00"
7070784,0.218,2020-07-20,"1963 days, 00:00:00"
7070785,0.0,2020-12-21,"2117 days, 00:00:00"
7070783,0.8608125,2019-04-02,"1488 days, 00:00:00"
7070779,0.21375,2021-05-16,"2263 days, 00:00:00"
7070780,0.9332142857142856,2022-05-20,"2632 days, 00:00:00"
7067138,0.2957142857142857,2020-11-18,"2084 days, 00:00:00"
7067133,0.1841517857142857,2021-09-06,"2376 days, 00:00:00"
7067136,0.34124999999999994,2024-08-10,"3445 days, 00:00:00"
7067247,0.0,2021-03-30,"2216 days, 00:00:00"
7063854,0.3741814285714286,2018-09-30,"1304 days, 00:00:00"
7063841,0.3382142857142857,2022-12-23,"2849 days, 00:00:00"
7060284,0.5835010579004328,2020-08-03,"1977 days, 00:00:00"
7060277,0.313625,2022-06-13,"2656 days, 00:00:00"
7060279,0.4145473214285715,2021-03-30,"2216 days, 00:00:00"
7060281,3.4224999999999994,2020-06-19,"1932 days, 00:00:00"
7056513,3.978007936507936,2021-04-26,"2243 days, 00:00:00"
7056517,0.3737890625,2024-03-09,"3291 days, 00:00:00"
7056515,0.7852269201128472,2023-08-08,"3077 days, 00:00:00"
7056516,0.0,2023-11-17,"3178 days, 00:00:00"
7056512,0.218,2020-07-20,"1963 days, 00:00:00"
7056514,1.8436249999999996,2023-02-20,"2908 days, 00:00:00"
7052703,0.27749999999999997,2020-07-12,"1955 days, 00:00:00"
7053041,2.5087499999999996,2017-05-30,"816 days, 00:00:00"
7052696,0.49659335839598995,2021-01-10,"2137 days, 00:00:00"
7048928,0.7591666666666665,2021-05-29,"2276 days, 00:00:00"
7045133,0.29874999999999996,2021-01-18,"2145 days, 00:00:00"
7045134,0.577125,2021-10-17,"2417 days, 00:00:00"
7045596,0.4019642857142858,2022-05-14,"2626 days, 00:00:00"
7045552,1.0531249999999999,2023-09-16,"3116 days, 00:00:00"
7045302,0.27749999999999997,2025-03-04,"3651 days, 00:00:00"
7045597,0.0,2021-01-04,"2131 days, 00:00:00"
7041646,0.27749999999999997,2023-01-16,"2873 days, 00:00:00"
7041297,0.22791666666666666,2019-06-24,"1571 days, 00:00:00"
7037510,0.41767968750000006,2021-03-13,"2199 days, 00:00:00"
7037501,0.49424999999999997,2021-01-04,"2131 days, 00:00:00"
7037502,0.0,2022-04-04,"2586 days, 00:00:00"
7037676,0.0,2021-03-20,"2206 days, 00:00:00"
7034137,0.0,2024-04-21,"3334 days, 00:00:00"
7033767,0.0,2021-10-29,"2429 days, 00:00:00"
7029683,0.46875,2020-05-11,"1893 days, 00:00:00"
7030098,0.21375,2021-09-05,"2375 days, 00:00:00"
7029682,0.25625,2023-02-18,"2906 days, 00:00:00"
7030219,0.9404999999999999,2021-02-28,"2186 days, 00:00:00"
7029685,0.1755,2022-10-15,"2780 days, 00:00:00"
7029684,0.303,2019-07-22,"1599 days, 00:00:00"
7030211,0.25625,2010-06-30,"-1710 days, 00:00:00"
7025964,0.0,2017-11-12,"982 days, 00:00:00"
7026127,0.27749999999999997,2022-03-18,"2569 days, 00:00:00"
7022325,0.0,2022-09-27,"2762 days, 00:00:00"
7022819,0.3940503472222222,2022-06-04,"2647 days, 00:00:00"
7022663,4.855885748106062,2021-02-16,"2174 days, 00:00:00"
7022830,3.538365679824564,2022-11-26,"2822 days, 00:00:00"
RE39048,0.6648383214285714,2016-06-06,"458 days, 00:00:00"
7014855,1.7184817673212207,2024-03-31,"3313 days, 00:00:00"
7011834,0.61696875,2016-05-24,"445 days, 00:00:00"
7008779,0.0,2019-08-31,"1639 days, 00:00:00"
7008922,0.0,2022-12-24,"2850 days, 00:00:00"
7009037,0.21375,2021-09-03,"2373 days, 00:00:00"
7008625,1.3341916666666667,2023-02-18,"2906 days, 00:00:00"
7001757,0.27749999999999997,2020-08-15,"1989 days, 00:00:00"
7002002,0.0,2021-09-14,"2384 days, 00:00:00"
6995240,0.22437500000000002,2019-10-08,"1677 days, 00:00:00"
6995237,0.27749999999999997,2020-10-27,"2062 days, 00:00:00"
6991795,0.575,2019-08-10,"1618 days, 00:00:00"
6991797,0.41767968750000006,2021-03-13,"2199 days, 00:00:00"
6991796,0.42379613095238095,2022-02-06,"2529 days, 00:00:00"
6991794,0.40499999999999997,2019-12-30,"1760 days, 00:00:00"
6989365,5.921117811355313,2023-11-07,"3168 days, 00:00:00"
6989147,5.256678571428575,2021-06-15,"2293 days, 00:00:00"
6986892,0.4156249999999999,2020-11-22,"2088 days, 00:00:00"
6987166,0.8319732142857141,2021-06-11,"2289 days, 00:00:00"
6982085,0.0,2022-05-02,"2614 days, 00:00:00"
6979724,1.6904499679699907,2022-04-05,"2587 days, 00:00:00"
6974574,0.4080136363636364,2022-08-16,"2720 days, 00:00:00"
6967021,0.34125,2022-04-26,"2608 days, 00:00:00"
6964843,0.27749999999999997,2020-08-22,"1996 days, 00:00:00"
6964767,0.21375,2022-11-25,"2821 days, 00:00:00"
6962706,0.0,2020-03-01,"1822 days, 00:00:00"
6962705,1.4675000000000002,2023-09-26,"3126 days, 00:00:00"
6958151,2.1262499999999993,2023-03-17,"2933 days, 00:00:00"
6956026,0.526125,2018-01-07,"1038 days, 00:00:00"
6951647,0.0,2021-05-24,"2271 days, 00:00:00"
6951651,2.8808906249999993,2023-08-20,"3089 days, 00:00:00"
6951652,2.745862053571428,2018-07-29,"1241 days, 00:00:00"
6949345,0.0,2018-11-17,"1352 days, 00:00:00"
6946133,0.4353875,2016-03-20,"380 days, 00:00:00"
6942861,2.85523125,2017-04-18,"774 days, 00:00:00"
6942863,0.0,2022-01-23,"2515 days, 00:00:00"
6942862,0.7823392857142857,2018-06-02,"1184 days, 00:00:00"
6943235,0.1925,2020-04-12,"1864 days, 00:00:00"
6939546,4.770240384615387,2018-01-26,"1057 days, 00:00:00"
6939548,0.5749999999999998,2022-08-15,"2719 days, 00:00:00"
6936263,1.434807692307692,2022-08-16,"2720 days, 00:00:00"
6936251,0.5325,2022-11-05,"2801 days, 00:00:00"
6936247,0.1659375,2018-11-19,"1354 days, 00:00:00"
6932970,0.0,2017-04-10,"766 days, 00:00:00"
6933277,0.21375,2019-03-12,"1467 days, 00:00:00"
6929796,1.935664821428571,2017-12-16,"1016 days, 00:00:00"
6929918,0.0,2019-07-05,"1582 days, 00:00:00"
6930181,0.3138825757575757,2015-06-06,"92 days, 00:00:00"
6927280,0.0,2023-05-21,"2998 days, 00:00:00"
6926897,0.38375000000000004,2020-09-22,"2027 days, 00:00:00"
6927023,0.0,2022-03-04,"2555 days, 00:00:00"
6927234,0.7874999999999999,2023-11-19,"3180 days, 00:00:00"
6923963,0.4156249999999999,2022-01-28,"2520 days, 00:00:00"
6924353,0.0,2023-02-27,"2915 days, 00:00:00"
6923964,1.5065889101783634,2020-06-01,"1914 days, 00:00:00"
6923965,0.21375,2023-10-06,"3136 days, 00:00:00"
6924364,0.27749999999999997,2021-08-03,"2342 days, 00:00:00"
6921663,0.27749999999999997,2021-05-01,"2248 days, 00:00:00"
6921536,0.46875,2021-12-20,"2481 days, 00:00:00"
6919430,0.40499999999999997,2020-10-27,"2062 days, 00:00:00"
6919086,0.0,2018-03-16,"1106 days, 00:00:00"
6919442,0.0,2019-05-18,"1534 days, 00:00:00"
6919080,0.59625,2022-07-11,"2684 days, 00:00:00"
6916907,0.21375,2019-10-21,"1690 days, 00:00:00"
6911430,0.9149999999999998,2024-02-03,"3256 days, 00:00:00"
6911429,6.8075758729495215,2021-10-15,"2415 days, 00:00:00"
6911206,2.893375,2020-02-16,"1808 days, 00:00:00"
6908616,0.5325,2021-09-14,"2384 days, 00:00:00"
6908985,0.27749999999999997,2022-03-07,"2558 days, 00:00:00"
6908619,0.0,2019-01-21,"1417 days, 00:00:00"
6905684,0.21375,2018-11-09,"1344 days, 00:00:00"
6905686,2.2761715738688415,2020-11-28,"2094 days, 00:00:00"
6902926,0.46875,2021-11-09,"2440 days, 00:00:00"
6899875,0.44070248538011697,2022-03-27,"2578 days, 00:00:00"
6899885,0.7285312499999999,2022-07-26,"2699 days, 00:00:00"
6897288,0.2140086892361111,2020-10-19,"2054 days, 00:00:00"
6890720,0.21375,2017-09-01,"910 days, 00:00:00"
6891024,0.27749999999999997,2022-05-07,"2619 days, 00:00:00"
6890536,0.0,2021-01-05,"2132 days, 00:00:00"
6887482,0.17124999999999999,2022-07-10,"2683 days, 00:00:00"
6887464,0.652465909090909,2020-02-02,"1794 days, 00:00:00"
6887481,0.0,2019-12-15,"1745 days, 00:00:00"
6887484,0.27749999999999997,2022-07-31,"2704 days, 00:00:00"
6887472,0.23500000000000001,2021-08-24,"2363 days, 00:00:00"
6884785,0.5858906249999999,2019-06-17,"1564 days, 00:00:00"
6881401,0.1659375,2020-06-08,"1921 days, 00:00:00"
6881828,0.0,2014-04-08,"-332 days, 00:00:00"
6881824,0.0,2020-09-08,"2013 days, 00:00:00"
6878376,0.5082142857142856,2022-06-18,"2661 days, 00:00:00"
6875743,1.2974999999999997,2020-11-28,"2094 days, 00:00:00"
6866847,1.4674999999999998,2020-01-24,"1785 days, 00:00:00"
6866851,0.27749999999999997,2019-12-28,"1758 days, 00:00:00"
6866848,0.21375,2015-07-14,"130 days, 00:00:00"
6863892,0.34125,2021-08-22,"2361 days, 00:00:00"
6861057,0.30087499999999995,2019-04-30,"1516 days, 00:00:00"
6858210,2.1981727120535717,2019-06-08,"1555 days, 00:00:00"
6858209,0.6599999999999999,2017-04-11,"767 days, 00:00:00"
6858207,0.568202485380117,2022-03-05,"2556 days, 00:00:00"
6855323,0.27749999999999997,2022-02-21,"2544 days, 00:00:00"
6855319,0.0,2019-08-13,"1621 days, 00:00:00"
6855694,0.0,2021-06-04,"2282 days, 00:00:00"
6852321,0.46874999999999994,2021-10-29,"2429 days, 00:00:00"
6849429,0.0,2020-11-15,"2081 days, 00:00:00"
6849260,0.7237499999999999,2021-08-16,"2355 days, 00:00:00"
6846487,0.0,2021-11-09,"2440 days, 00:00:00"
6843999,0.207375,2019-12-30,"1760 days, 00:00:00"
6841385,0.181875,2021-07-26,"2334 days, 00:00:00"
6835384,0.27749999999999997,2021-08-16,"2355 days, 00:00:00"
6835382,0.27749999999999997,2019-03-03,"1458 days, 00:00:00"
6835822,0.0,2020-10-27,"2062 days, 00:00:00"
6833435,1.1699999999999997,2022-02-19,"2542 days, 00:00:00"
6828416,1.4029118323863634,2021-02-16,"2174 days, 00:00:00"
6827936,0.3249140625,2019-04-12,"1498 days, 00:00:00"
6825319,0.40499999999999997,2021-01-08,"2135 days, 00:00:00"
6822070,0.0,2017-03-10,"735 days, 00:00:00"
6821518,0.46874999999999994,2019-04-02,"1488 days, 00:00:00"
6818217,0.34124999999999994,2016-11-25,"630 days, 00:00:00"
6815169,2.0916196789321786,2020-11-28,"2094 days, 00:00:00"
6811783,0.48999999999999994,2019-09-07,"1646 days, 00:00:00"
6811781,1.1699999999999997,2023-05-21,"2998 days, 00:00:00"
6809179,0.0,2020-08-03,"1977 days, 00:00:00"
6808711,0.24208333333333332,2023-03-26,"2942 days, 00:00:00"
6805868,0.27749999999999997,2022-06-07,"2650 days, 00:00:00"
6805865,0.74925,2019-03-11,"1466 days, 00:00:00"
6803449,0.1733096590909091,2021-07-05,"2313 days, 00:00:00"
6803043,0.0,2021-07-27,"2335 days, 00:00:00"
6800604,1.1434374999999997,2020-12-19,"2115 days, 00:00:00"
6800286,0.31999999999999995,2019-08-19,"1627 days, 00:00:00"
6800735,2.6887632575757574,2021-04-11,"2228 days, 00:00:00"
6800727,0.9787499999999998,2022-02-22,"2545 days, 00:00:00"
6797270,5.318044589353359,2015-04-11,"36 days, 00:00:00"
6797807,0.40499999999999997,2019-11-29,"1729 days, 00:00:00"
6797806,0.15425,2018-12-01,"1366 days, 00:00:00"
6797273,0.15,2022-01-17,"2509 days, 00:00:00"
6790446,0.7237499999999999,2022-07-10,"2683 days, 00:00:00"
6790630,0.21375,2020-03-23,"1844 days, 00:00:00"
6790447,0.0,2016-10-18,"592 days, 00:00:00"
6787141,0.0,2022-04-01,"2583 days, 00:00:00"
6787634,1.3229999999999997,2019-02-02,"1429 days, 00:00:00"
6783761,1.235025982993197,2021-05-04,"2251 days, 00:00:00"
6780419,0.1755,2020-11-13,"2079 days, 00:00:00"
6780407,0.21375,2020-09-15,"2020 days, 00:00:00"
6776993,0.15,2021-09-10,"2380 days, 00:00:00"
6777540,0.22083333333333333,2019-04-15,"1501 days, 00:00:00"
6773702,0.6599999999999999,2021-12-26,"2487 days, 00:00:00"
6774106,0.3644791666666667,2021-05-14,"2261 days, 00:00:00"
6774220,0.0,2018-07-30,"1242 days, 00:00:00"
6770460,0.547375,2018-01-29,"1060 days, 00:00:00"
6770284,0.0,2021-09-21,"2391 days, 00:00:00"
6767536,0.0,2019-03-02,"1457 days, 00:00:00"
6767545,0.32584375,2021-05-24,"2271 days, 00:00:00"
6764680,0.20666666666666667,2021-07-26,"2334 days, 00:00:00"
6764686,0.29875,2018-07-21,"1233 days, 00:00:00"
6764681,0.5416763663419913,2020-12-05,"2101 days, 00:00:00"
6761891,0.0,2020-07-06,"1949 days, 00:00:00"
6762166,0.34125,2021-09-28,"2398 days, 00:00:00"
6759234,0.34948437499999996,2014-09-02,"-185 days, 00:00:00"
6759047,0.8724999999999997,2019-06-17,"1564 days, 00:00:00"
6759512,0.21375,2018-10-13,"1317 days, 00:00:00"
6759048,0.47300000000000003,2021-09-06,"2376 days, 00:00:00"
6756038,0.15,2020-06-13,"1926 days, 00:00:00"
6753310,0.27749999999999997,2021-04-11,"2228 days, 00:00:00"
6752992,1.1699999999999997,2022-03-15,"2566 days, 00:00:00"
6753419,0.0,2020-07-07,"1950 days, 00:00:00"
6749858,0.5698552631578947,2022-07-05,"2678 days, 00:00:00"
6749855,0.46875,2022-08-14,"2718 days, 00:00:00"
6749854,0.2351486013986014,2021-08-23,"2362 days, 00:00:00"
6746676,0.15,2020-10-16,"2051 days, 00:00:00"
6747008,2.954999999999999,2020-11-27,"2093 days, 00:00:00"
6743428,0.309375,2022-03-15,"2566 days, 00:00:00"
6743414,1.3654999999999997,2022-05-17,"2629 days, 00:00:00"
6740322,1.2974999999999997,2021-06-11,"2289 days, 00:00:00"
6740739,1.4266249999999998,2020-06-26,"1939 days, 00:00:00"
6737397,0.27749999999999997,2020-08-17,"1991 days, 00:00:00"
6737062,0.5919472966269841,2021-05-30,"2277 days, 00:00:00"
6733997,0.27749999999999997,2019-10-26,"1695 days, 00:00:00"
6733760,0.5749999999999998,2020-04-10,"1862 days, 00:00:00"
6723832,0.303,2018-10-02,"1306 days, 00:00:00"
6723321,0.27749999999999997,2019-01-06,"1402 days, 00:00:00"
6720182,0.0,2020-05-10,"1892 days, 00:00:00"
6719975,0.40499999999999997,2016-02-20,"351 days, 00:00:00"
6716430,0.0,2022-01-18,"2510 days, 00:00:00"
6716428,0.0,2019-10-06,"1675 days, 00:00:00"
6716422,0.8038780350378786,2018-10-08,"1312 days, 00:00:00"
6716432,0.15,2015-01-25,"-40 days, 00:00:00"
6713062,0.0,2020-05-17,"1899 days, 00:00:00"
6713063,0.9096874999999998,2020-08-11,"1985 days, 00:00:00"
6709660,0.303,2019-04-30,"1516 days, 00:00:00"
6706494,0.0,2021-05-14,"2261 days, 00:00:00"
6706271,0.0,2021-05-14,"2261 days, 00:00:00"
6703021,0.40499999999999997,2020-02-08,"1800 days, 00:00:00"
6699673,0.0,2020-12-21,"2117 days, 00:00:00"
6699678,0.42624999999999996,2019-12-17,"1747 days, 00:00:00"
6696061,0.25359375,2013-06-15,"-629 days, 00:00:00"
6692750,0.42321428571428577,2020-09-07,"2012 days, 00:00:00"
6692746,0.15,2020-11-08,"2074 days, 00:00:00"
6689364,0.181875,2021-03-20,"2206 days, 00:00:00"
6689369,0.15,2021-04-27,"2244 days, 00:00:00"
6689368,0.5303749999999999,2017-11-19,"989 days, 00:00:00"
6685943,1.3293749999999998,2018-01-21,"1052 days, 00:00:00"
6685933,0.8406249999999997,2021-01-24,"2151 days, 00:00:00"
6682740,0.0,2020-11-09,"2075 days, 00:00:00"
6682741,1.1776826923076922,2021-03-19,"2205 days, 00:00:00"
6682739,0.3318552631578947,2020-07-28,"1971 days, 00:00:00"
6682738,0.0,2018-05-01,"1152 days, 00:00:00"
6680056,0.0,2020-08-08,"1982 days, 00:00:00"
6677126,0.27749999999999997,2022-03-12,"2563 days, 00:00:00"
6676944,0.27749999999999997,2019-02-19,"1446 days, 00:00:00"
6677428,0.7396874999999999,2020-05-30,"1912 days, 00:00:00"
6676943,0.5006250000000001,2019-10-19,"1688 days, 00:00:00"
6673357,0.26922767857142854,2019-08-27,"1635 days, 00:00:00"
6673350,0.0,2021-04-12,"2229 days, 00:00:00"
6669939,0.0,2021-02-08,"2166 days, 00:00:00"
6669946,0.25625,2021-12-11,"2472 days, 00:00:00"
6667037,0.795734375,2018-10-09,"1313 days, 00:00:00"
6664096,0.27749999999999997,2021-12-07,"2468 days, 00:00:00"
6663871,0.53675,2019-12-09,"1739 days, 00:00:00"
6660274,0.17124999999999999,2019-12-13,"1743 days, 00:00:00"
6660276,0.5626041666666666,2014-04-29,"-311 days, 00:00:00"
6656480,2.2112499999999997,2019-10-28,"1697 days, 00:00:00"
6656481,0.574372159090909,2019-07-03,"1580 days, 00:00:00"
6652861,0.27749999999999997,2020-08-25,"1999 days, 00:00:00"
6652860,0.27749999999999997,2020-08-07,"1981 days, 00:00:00"
6652862,0.6387499999999999,2021-05-25,"2272 days, 00:00:00"
6653282,0.4209375,2020-01-05,"1766 days, 00:00:00"
6652859,0.0,2019-09-30,"1669 days, 00:00:00"
6652858,0.38083741258741255,2021-07-27,"2335 days, 00:00:00"
6653084,0.6782142857142857,2015-06-07,"93 days, 00:00:00"
6653444,0.33487500000000003,2015-05-30,"85 days, 00:00:00"
6652863,0.50171875,2015-07-06,"122 days, 00:00:00"
6649374,1.7332936507936503,2018-01-23,"1054 days, 00:00:00"
6649166,0.21375,2022-03-28,"2579 days, 00:00:00"
6649171,0.0,2020-12-08,"2104 days, 00:00:00"
6649737,0.0,2019-08-12,"1620 days, 00:00:00"
6645500,0.15,2019-09-15,"1654 days, 00:00:00"
